obs,Comments,time..2,elapsed,date,hhmmss,averaging,id,machine,TIME..9,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME..59,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time..105,hhmmss..106,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccH2O_hum,AccCO2_soda,CO2_hrs,AccH2O_des,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r,week
93,NA,1664293582,551.9000001,9/27/22 10:46,10:46:22,5,a_y_350_101,ozzie,1664293575,0.001041173,1.041173411,25.40970221,1464.398487,794.0827189,72.3330556,133.3921702,0.064157639,2.7645413,0.063341809,0.039661065,321.5142838,25.86541969,25.86541969,3.347480595,62.66072336,1.893270466,3.021462832,1.454210129,-45.91574742,-256.1663032,-19.60148395,-0.1692507,45.03209777,0.868597487,25.40970221,1566.460674,1519.216667,3.368989108,65.09214721,1.041173411,19.64819329,20.81218601,0.006332473,127.013379,4,1,1,0,48944,2000.028889,1681.220989,0.840598352,0.16075482,6,0.5,0: Broadleaf,2,TRUE,1664293575,1464.398519,1519.954074,20.7845963,19.76411481,1452.53037,20.4595,500.083963,90.98997778,0.100098715,24.14666667,24.96654444,999.9,0,0,9987.592593,0,11.2535,-55.55535185,1495.483333,1550.598889,1.02048737,1519.954074,19.76411481,1.891190741,1.798337037,16.56154444,15.77193704,2000.028889,0.980004519,0.019995585,0,778.3465556,5.00063,15376.5963,17257.18148,40.02751852,39.45574074,39.42107407,38.9257037,40.62711111,1955.138148,39.89074074,0,1664293569,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-55.62344146,0.22715122,0.492397275,0,0.898470098,1.792668857,0.186518213,0,0,2,0/2,2.97437,2.75444,0.214575,0.220018,0.0942919,0.0906985,30686,33237.4,35395.2,38635.4,45434.7,50725.7,55297.9,61948.9,1.9916,1.855,0.146031,0,22.5508,999.9,52.521,29.759,24.2532,60.2993,49.2348,1,-0.133455,1.85776,20.1054,5.20172,12.004,4.976,3.2932,9999,9999,712.1,9999,1.86313,1.86798,1.86777,1.86896,1.86975,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,11.98,0.3258,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7183.6,7183.5,2.93701,2.57935,1.54785,2.29858,1.34644,2.29004,33.4232,24.105,18,494.516,407.707,19.2441,25.4945,30.0007,25.5165,25.4646,58.9334,26.2264,64.5782,19.1945,1558.1,19.2026,102.601,103.128,7
94,NA,1664293587,556.9000001,9/27/22 10:46,10:46:27,5,a_y_350_101,ozzie,1664293579,0.00093699,0.936990094,25.27696331,1479.846755,738.9898102,67.31418512,134.7984465,0.057395276,2.765816143,0.056741716,0.035521672,321.5132833,25.90305707,25.90305707,3.354950655,62.65174714,1.894107141,3.023231159,1.460843514,-41.32126314,-260.4425613,-19.92426862,-0.174809701,44.85347613,1.026321943,25.27696331,1582.391241,1535.391576,3.352984512,65.09214721,0.936990094,19.33124787,20.67001538,-0.025432362,127.013379,4,1,1,0,49365,2000.0225,1681.215632,0.840598359,0.160754833,6,0.5,0: Broadleaf,2,TRUE,1664293579,1479.846786,1535.485357,20.79392143,19.58812143,1467.908929,20.46842857,500.0733214,90.98938929,0.100073921,24.15641786,24.96696071,999.9,0,0,9995.178571,0,11.24955714,-55.63865714,1511.272143,1566.160357,1.205801429,1535.485357,19.58812143,1.892026429,1.782311429,16.56850714,15.63153929,2000.0225,0.980004,0.019996,0,777.8990714,5.00063,15365.68571,17257.12143,39.98857143,39.42157143,39.39271429,38.87692857,40.5935,1955.131429,39.89107143,0,1664293574,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-55.59076585,1.049368641,0.656172998,0,1.070769244,2.443023387,0.246566547,0,0,2,0/2,2.97399,2.75418,0.215973,0.221596,0.0938304,0.0902352,30631.2,33170.2,35394.9,38635.5,45457.3,50751.8,55296.6,61949.2,1.9924,1.855,0.147671,0,22.5469,999.9,52.497,29.759,24.2401,60.0093,49.9399,1,-0.133394,1.95414,20.1042,5.20411,12.004,4.976,3.2934,9999,9999,712.1,9999,1.86313,1.86798,1.86774,1.86896,1.86981,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.05,0.3198,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7183.6,7183.6,2.96753,2.57568,1.54785,2.29858,1.34644,2.38892,33.4232,24.105,18,495.017,407.691,19.2414,25.4945,30.0005,25.5143,25.4625,59.3962,26.5058,64.5782,19.2146,1571.6,19.1633,102.6,103.129,7
95,NA,1664293592,561.9000001,9/27/22 10:46,10:46:32,5,a_y_350_101,ozzie,1664293585,0.000907357,0.907357456,25.34779117,1497.240339,725.6849892,66.10246468,136.3832491,0.055174678,2.7631208,0.054569842,0.034159941,321.5138753,25.92061847,25.92061847,3.358441122,62.40267525,1.887463637,3.024651796,1.470977485,-40.01446381,-261.6383518,-20.03783574,-0.176776124,44.75086943,1.150453372,25.34779117,1599.684513,1552.387697,3.398809112,65.09214721,0.907357456,19.2341348,20.5395021,-0.025574784,127.013379,5,1,1,0,48523,2000.025926,1681.218533,0.84059837,0.160754854,6,0.5,0: Broadleaf,2,TRUE,1664293585,1497.24037,1552.998148,20.72092222,19.36923333,1485.223704,20.39841481,500.0921111,90.98958148,0.100169119,24.16424815,24.97794444,999.9,0,0,9979.259259,0,11.24941111,-55.75903333,1528.91963,1583.670741,1.351691111,1552.998148,19.36923333,1.885388148,1.762398889,16.51311111,15.45673333,2000.025926,0.980003333,0.019996533,0,777.3424815,5.00063,15353.96296,17257.14074,39.94418519,39.39566667,39.368,38.81466667,40.55066667,1955.134074,39.89185185,0,1664293579,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-55.75265366,-2.134016028,0.823316365,0,1.215979659,1.921218711,0.20944459,0,0,2,0/2,2.97534,2.75395,0.217402,0.222817,0.0934207,0.0900282,30575.4,33117.4,35394.9,38634.6,45478.3,50762.5,55296.8,61948,1.9918,1.8554,0.149757,0,22.5431,999.9,52.497,29.759,24.2419,60.4393,49.1506,1,-0.133008,1.98044,20.1037,5.20172,12.004,4.9756,3.2932,9999,9999,712.1,9999,1.86313,1.86798,1.86768,1.86893,1.86981,1.86581,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.13,0.3147,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7183.7,7183.7,2.98828,2.57568,1.54785,2.2998,1.34644,2.36816,33.4232,24.105,18,494.607,407.914,19.2399,25.4924,30.0005,25.5122,25.4625,59.9033,26.5058,64.5782,19.2293,1591.75,19.1574,102.6,103.126,7
96,NA,1664293597,566.9000001,9/27/22 10:46,10:46:37,5,a_y_350_101,ozzie,1664293589,0.000866438,0.866437781,25.86328162,1512.694968,683.2267697,62.23560687,137.7924483,0.052187475,2.768109203,0.051646977,0.032327456,321.5162887,25.93485109,25.93485109,3.361272296,62.03664853,1.877059924,3.025727483,1.484212372,-38.20990613,-263.3502071,-20.13463786,-0.178462432,44.8593766,1.154213773,25.86328162,1616.005548,1568.659091,3.277928296,65.09214721,0.866437781,19.19922899,20.43076993,-0.022803839,127.013379,4,1,1,0,48528,2000.041071,1681.231253,0.840598364,0.160754843,6,0.5,0: Broadleaf,2,TRUE,1664293589,1512.695,1568.613571,20.60649286,19.25016786,1500.610357,20.28864643,500.0701786,90.9907,0.100003157,24.170175,24.99151429,999.9,0,0,10008.57143,0,11.24561429,-55.91821429,1544.521429,1599.401429,1.356323214,1568.613571,19.25016786,1.874999286,1.751586429,16.42624286,15.36123929,2000.041071,0.980003286,0.019996571,0,776.88,5.00063,15344.86429,17257.27143,39.90375,39.37039286,39.34578571,38.76989286,40.51089286,1955.149286,39.89178571,0,1664293584,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-55.67502927,-2.045201394,0.863150831,0,1.309441,0.566014286,0.122483033,0,0,2,0/2,2.97392,2.75393,0.218761,0.224281,0.0930801,0.0899829,30522.2,33056.1,35394.7,38635.8,45495.6,50765.7,55296.5,61948.8,1.9922,1.8556,0.149459,0,22.5393,999.9,52.472,29.759,24.2291,60.0293,49.7716,1,-0.132236,2.26797,20.1002,5.20291,12.004,4.9756,3.293,9999,9999,712.1,9999,1.8631,1.86798,1.86768,1.86893,1.86975,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,12.2,0.3102,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7183.8,7183.8,3.01514,2.58179,1.54785,2.29858,1.34644,2.34253,33.4232,24.0963,18,494.847,408.01,19.2276,25.4924,30.0009,25.5101,25.4604,60.3694,26.5058,64.2078,19.1835,1605.29,19.1795,102.599,103.129,7
97,NA,1664294520,1489.9,9/27/22 11:02,11:02:00,5,a_y_280_100,ozzie,1664294512,0.003437908,3.43790767,17.30269508,397.2232367,257.3583298,23.44163351,36.18131009,0.218709131,2.767683231,0.209541199,0.131754927,321.5064898,25.30497051,25.30497051,3.237952045,58.71528706,1.78472915,3.039632845,1.453222895,-151.6117282,-157.9170295,-12.04185394,-0.064121935,17.73442236,2.850631784,17.30269508,426.7797779,405.4474424,0.048032092,65.08506546,3.43790767,16.22391127,19.80336713,0.049536066,127.1930853,7,1,1,0,48527,1999.980323,1681.180171,0.840598356,0.160754826,6,0.5,0: Broadleaf,2,TRUE,1664294512,397.2232581,419.8593871,19.59398065,16.24083871,391.0740645,19.31659355,500.0879677,90.98563548,0.09994751,24.24662581,25.01525484,999.9,0,0,10006.6129,0,11.13598387,-22.63615806,405.1620323,426.7908387,3.353122903,419.8593871,16.24083871,1.782770323,1.477685484,15.63643548,12.73917419,1999.980323,0.980006452,0.019993639,0,880.7309677,5.00063,17269.60645,17256.76452,37.685,37.75,37.187,37.06606452,38.5,1955.090323,39.89,0,1664294507,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-22.6937,1.164758885,0.15039259,0,3.34124439,0.588447596,0.079875325,0,0,2,0/2,2.97326,2.75366,0.0874077,0.0924045,0.0911415,0.0797962,35645.3,38667.8,35390.6,38633.8,45586.1,51331.1,55290.2,61947.6,1.9862,1.8486,0.129193,0,22.9282,999.9,49.591,29.507,22.5728,59.7693,49.7957,1,-0.134472,-0.108279,20.1136,5.19812,12.004,4.9748,3.293,9999,9999,712.4,9999,1.86313,1.86798,1.86771,1.86899,1.86978,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.149,0.2859,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7199.2,7199.1,1.03394,2.60132,1.54785,2.2998,1.34644,2.26929,33.1322,24.105,18,490.592,403.801,20.418,25.4945,29.9939,25.4694,25.4157,20.7176,33.5726,55.9271,20.2811,419.852,15.7253,102.587,103.125,7
98,NA,1664294525,1494.9,9/27/22 11:02,11:02:05,5,a_y_280_100,ozzie,1664294517,0.003317182,3.317181702,17.6034342,397.3011509,250.2174447,22.79140909,36.18873605,0.210510107,2.766225597,0.201998006,0.126984852,321.5106857,25.35288748,25.35288748,3.24719244,58.92953902,1.792767459,3.042222099,1.454424981,-146.287713,-162.8619,-12.42935668,-0.06828409,17.2667849,2.98828354,17.6034342,426.4848241,405.2461455,-0.047938187,65.08506546,3.317181702,16.14570103,19.81702727,0.024560101,127.1930853,7,1,1,0,49055,2000.005862,1681.201686,0.840598379,0.160754872,6,0.5,0: Broadleaf,2,TRUE,1664294517,397.3011724,419.442931,19.68205172,16.16717931,391.1515517,19.40121379,500.0695862,90.98633103,0.100080286,24.26082759,25.02562414,999.9,0,0,9997.931034,0,11.08908276,-22.14182069,405.277931,426.3358276,3.514866207,419.442931,16.16717931,1.790798276,1.470994483,15.70642069,12.66960345,2000.005862,0.980005862,0.019994303,0,877.8103793,5.00063,17213.66207,17256.98621,37.68486207,37.75,37.187,37.062,38.5,1955.113793,39.89206897,0,1664294512,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-22.3067,5.665937979,1.013580452,0,3.45644561,1.88694669,0.208348144,0,0,2,0/2,2.97389,2.75413,0.0873451,0.0913031,0.0910928,0.0781898,35648.6,38715.6,35391.5,38634.9,45589.4,51422.2,55291.1,61949.1,1.9866,1.8466,0.134557,0,22.9185,999.9,49.567,29.517,22.5725,60.0493,49.7396,1,-0.134776,1.19022,20.1117,5.20052,12.004,4.976,3.2934,9999,9999,712.4,9999,1.86316,1.86798,1.86768,1.8689,1.86978,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.148,0.2853,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7199.3,7199.2,1.00586,2.58911,1.54785,2.2998,1.34644,2.42676,33.1322,24.1138,18,490.87,402.699,20.4525,25.4967,29.9979,25.4716,25.4157,20.1506,34.7893,55.9271,20.2387,399.69,15.5942,102.59,103.128,7
99,NA,1664294530,1499.9,9/27/22 11:02,11:02:10,5,a_y_280_100,ozzie,1664294522,0.003033116,3.033116198,16.9322307,396.380229,240.2439156,21.88302426,36.10496502,0.189359683,2.767822972,0.182445722,0.114628736,321.5103344,25.46787383,25.46787383,3.269460656,58.94506065,1.797282978,3.049081565,1.472177678,-133.7604243,-174.5075658,-13.32068591,-0.078341631,14.24606451,3.201961402,16.9322307,413.3260886,399.3406545,-1.390913731,65.08506546,3.033116198,15.63036474,19.57447273,-0.040176388,127.1930853,7,1,1,0,48449,2000.002857,1681.199228,0.840598413,0.160754938,6,0.5,0: Broadleaf,2,TRUE,1664294522,396.38025,414.9966071,19.73156429,15.96542143,390.2360357,19.44878214,500.0524643,90.98669643,0.099998557,24.2984,25.08753214,999.9,0,0,10007.32143,0,11.07139286,-18.61638786,404.3590357,421.7316071,3.766138929,414.9966071,15.96542143,1.79531,1.452641786,15.74586071,12.47666786,2000.002857,0.98000475,0.019995411,0,875.00725,5.00063,17160.65,17256.95357,37.68478571,37.75,37.187,37.062,38.5,1955.108571,39.89428571,0,1664294517,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-19.72688439,37.72945484,4.571620287,0,3.647645366,2.96631784,0.30362956,0,0,2,0/2,2.97399,2.75405,0.0862715,0.0888319,0.0903056,0.0775074,35691,38821.1,35392,38635.2,45630.1,51460.7,55291.8,61949.5,1.9872,1.8462,0.140965,0,22.9097,999.9,49.542,29.507,22.5472,59.6993,49.8197,1,-0.131829,2.2302,20.1011,5.20052,12.004,4.976,3.293,9999,9999,712.4,9999,1.86313,1.86798,1.86777,1.86896,1.86975,1.86584,1.86688,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.111,0.2757,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7199.4,7199.3,0.976562,2.59521,1.54785,2.2998,1.34644,2.34253,33.1322,24.105,18,491.257,402.494,20.3136,25.501,30.0012,25.4716,25.4178,19.5757,34.3796,55.9271,20.1085,379.373,15.7416,102.591,103.129,7
100,NA,1664294535,1504.9,9/27/22 11:02,11:02:15,5,a_y_280_100,ozzie,1664294528,0.002825909,2.825909071,16.34214818,392.4217206,228.2790254,20.79373297,35.74534479,0.172824498,2.76518074,0.167040145,0.104903664,321.5108491,25.5636406,25.5636406,3.288108524,58.57535849,1.79005955,3.055994186,1.498048974,-124.62259,-182.9841112,-13.99048288,-0.08633504,9.187794904,3.317094305,16.34214818,397.6723331,388.5960545,-2.264929197,65.08506546,2.825909071,15.56758607,19.36138951,-0.050133008,127.1930853,8,2,1,0,48775,2000.004815,1681.200977,0.840598465,0.160755038,6,0.5,0: Broadleaf,2,TRUE,1664294528,392.4217407,405.0064815,19.65174074,15.75027407,386.3005556,19.37209259,500.1054074,90.98891481,0.100193956,24.33618889,25.16334074,999.9,0,0,9991.481481,0,11.08917407,-12.58465481,400.2890741,411.4896296,3.901471852,405.0064815,15.75027407,1.78809,1.433098889,15.68254815,12.27116296,2000.004815,0.980003148,0.019997041,0,872.0604815,5.00063,17104.22593,17256.96296,37.687,37.74533333,37.187,37.062,38.5,1955.107037,39.89777778,0,1664294522,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-16.43259537,64.79177498,6.839603733,0,3.760487073,2.218765087,0.264169043,0,0,2,0/2,2.97492,2.75431,0.0843875,0.0859636,0.0896596,0.0780203,35764.7,38943.2,35392.2,38635.1,45663.3,51432,55292.1,61949.6,1.9862,1.8476,0.142604,0,22.9031,999.9,49.493,29.507,22.5257,60.2493,49.2147,1,-0.128659,2.96294,20.0893,5.20052,12.004,4.9756,3.293,9999,9999,712.4,9999,1.8631,1.86798,1.86771,1.86896,1.86978,1.86584,1.86691,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,6.048,0.2679,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7199.4,7199.4,0.942383,2.60132,1.54785,2.29858,1.34644,2.36938,33.1322,24.0963,18,490.63,403.281,20.0537,25.5031,30.0028,25.4737,25.4199,18.879,32.9039,55.9271,19.9027,365.956,16.0411,102.592,103.129,7
101,NA,1664294540,1509.9,9/27/22 11:02,11:02:20,5,a_y_280_100,ozzie,1664294532,0.002693233,2.693233305,15.80053164,384.8253734,215.9115395,19.66765427,35.0542283,0.161691493,2.768421868,0.156622334,0.098331164,321.5090905,25.61186237,25.61186237,3.297533473,58.02916229,1.77476486,3.058401656,1.522768613,-118.7715887,-188.4341,-14.39475715,-0.091355417,3.936763,3.221180554,15.80053164,381.0031729,374.9549212,-2.759339257,65.08506546,2.693233305,15.79468267,19.26696434,-0.032411833,127.1930853,7,1,1,0,48777,1999.994286,1681.192092,0.840598448,0.160755005,6,0.5,0: Broadleaf,2,TRUE,1664294532,384.8253929,391.0358571,19.48337143,15.693975,378.7482857,19.21030357,500.0935357,90.99125357,0.100006829,24.34933214,25.20973571,999.9,0,0,10010.35714,0,11.13325714,-6.21032275,392.4737857,397.2692857,3.789393571,391.0358571,15.693975,1.772815357,1.428013929,15.54856429,12.21793929,1999.994286,0.980003679,0.019996468,0,869.0621071,5.00063,17046.9,17256.87143,37.68257143,37.7455,37.187,37.062,38.5,1955.097857,39.89642857,0,1664294527,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-10.20389993,80.3173007,8.046337127,0,3.783821707,-1.213850801,0.243164362,0,0,2,0/2,2.97346,2.75356,0.0819916,0.0830503,0.0893719,0.0790266,35856.8,39066,35390.8,38633.8,45676.5,51373.9,55290.3,61947.7,1.986,1.847,0.141561,0,22.8981,999.9,49.493,29.507,22.5261,60.0793,49.7356,1,-0.12622,3.39553,20.0808,5.20172,12.0052,4.9756,3.293,9999,9999,712.4,9999,1.86313,1.86798,1.86768,1.86893,1.86978,1.86584,1.86691,1.86826,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.969,0.2645,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7199.5,7199.5,0.910645,2.58911,1.54785,2.29858,1.34644,2.42065,33.1099,24.0963,18,490.521,402.972,19.772,25.5052,30.0028,25.4758,25.4234,18.2607,32.2873,55.5561,19.6719,345.847,16.2154,102.588,103.125,7
102,NA,1664294545,1514.9,9/27/22 11:02,11:02:25,5,a_y_280_100,ozzie,1664294538,0.002717358,2.717357948,15.14878685,372.5737221,210.6017968,19.18447618,33.93908223,0.161839861,2.768591778,0.156761854,0.098419125,321.5107308,25.60377436,25.60377436,3.295951026,57.57522633,1.760733719,3.058144676,1.535217307,-119.8354855,-187.4477859,-14.31784766,-0.090388262,-0.039898836,2.966035053,15.14878685,363.925121,359.9606667,-3.029007466,65.08506546,2.717357948,16.02734014,19.24938951,-0.002677472,127.1930853,9,2,1,0,48784,2000.004074,1681.200355,0.840598465,0.160755038,6,0.5,0: Broadleaf,2,TRUE,1664294538,372.5737407,373.8515185,19.32884074,15.83955185,366.5676296,19.0618,500.1658148,90.99352222,0.100079426,24.34792963,25.23141852,999.9,0,0,10011.11111,0,11.15127778,-1.277707667,379.918037,379.8656296,3.489275926,373.8515185,15.83955185,1.758798519,1.441297407,15.42520741,12.3582037,2000.004074,0.980003111,0.019997059,0,865.0630741,5.00063,16968.93333,17256.94815,37.66862963,37.74533333,37.187,37.062,38.5,1955.106296,39.89777778,0,1664294532,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-5.538392756,63.3524493,6.450080205,0,3.693523659,-3.208305575,0.331009824,0,0,2,0/2,2.97567,2.7548,0.0793495,0.0800568,0.0893437,0.0795714,35959,39193.1,35389.9,38633.4,45676.7,51342.4,55289,61946.5,1.9854,1.847,0.141859,0,22.8935,999.9,49.42,29.517,22.503,59.5193,49.1546,1,-0.124146,3.58126,20.077,5.20172,12.004,4.9756,3.2932,9999,9999,712.4,9999,1.8631,1.86798,1.86768,1.8689,1.86975,1.86581,1.86688,1.86829,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.884,0.2641,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7199.6,7199.6,0.876465,2.6062,1.54785,2.29858,1.34644,2.27905,33.1322,24.0875,18,490.153,402.997,19.4908,25.5096,30.0025,25.478,25.4263,17.5586,31.2965,55.5561,19.4384,332.411,16.3524,102.585,103.124,7
103,NA,1664294550,1519.9,9/27/22 11:02,11:02:30,5,a_y_280_100,ozzie,1664294542,0.002617082,2.617081589,14.27832191,359.5241252,200.3788022,18.25329577,32.75047122,0.154927553,2.766715912,0.150264274,0.094322456,321.5121014,25.61422991,25.61422991,3.297996816,57.46454734,1.755463624,3.054863747,1.542533193,-115.4132981,-191.5525598,-14.64075652,-0.094512964,-2.089993563,2.752466311,14.27832191,347.2835122,344.6161212,-3.078836674,65.08506546,2.617081589,16.18444622,19.26141608,0.00021818,127.1930853,8,2,1,0,48415,2000.013929,1681.208528,0.84059841,0.160754931,6,0.5,0: Broadleaf,2,TRUE,1664294542,359.5241429,358.2040714,19.27091429,16.03265357,353.5936786,19.00612143,500.1617857,90.99383929,0.100106643,24.33001429,25.238,999.9,0,0,10000,0,11.14507143,1.320114036,366.5889643,364.0380357,3.238247143,358.2040714,16.03265357,1.753533929,1.458873929,15.37860714,12.54301071,2000.013929,0.980004857,0.019995314,0,860.7992857,5.00063,16885.95714,17257.025,37.64935714,37.7455,37.18257143,37.062,38.5,1955.119643,39.89428571,0,1664294537,0,0,--:--:--,1663862569,1663862572,0,-0.14,0,6.236,0.217,400,18,0.5,0.12,-0.482197878,34.99932838,3.581037668,0,3.403726341,-3.257246969,0.32804946,0,0,2,0/2,2.97578,2.75324,0.0765858,0.0770863,0.0893693,0.0802217,36066.8,39318.6,35389.8,38632.4,45674.5,51305.3,55288,61945.8,1.9862,1.8474,0.143051,0,22.8896,999.9,49.396,29.507,22.4807,60.1893,49.0825,1,-0.123293,3.71575,20.1026,5.20172,12.0052,4.9756,3.293,9999,9999,712.4,9999,1.86295,1.86783,1.86752,1.86874,1.86966,1.86569,1.86676,1.86813,5,0,0,0,11111111,oooooooo,off,off,off,off,0,100,100,5.797,0.2644,3.878211192,0.005733555,3.16E-07,-3.28E-10,-0.012815334,-0.01991523,0.002282196,-2.45E-05,-4,1833,1,21,7199.7,7199.6,0.843506,2.60254,1.54785,2.29858,1.34644,2.44385,33.1099,16.3473,18,490.689,403.233,19.2241,25.5117,30.0017,25.4801,25.4285,16.9218,30.6996,55.5561,19.2011,312.268,16.4688,102.584,103.122,7
